probe_id	symbol	GSM494556.CEL	GSM494557.CEL	GSM494558.CEL	GSM494559.CEL	GSM494560.CEL	GSM494561.CEL	GSM494562.CEL	GSM494563.CEL	GSM494564.CEL	GSM494565.CEL	GSM494566.CEL	GSM494567.CEL	GSM494568.CEL	GSM494569.CEL	GSM494570.CEL	GSM494571.CEL	GSM494572.CEL	GSM494573.CEL	GSM494574.CEL	GSM494575.CEL	GSM494576.CEL	GSM494577.CEL	GSM494578.CEL	GSM494579.CEL	GSM494580.CEL	GSM494581.CEL	GSM494582.CEL	GSM494583.CEL	GSM494584.CEL	GSM494585.CEL	GSM494586.CEL	GSM494587.CEL	GSM494588.CEL	GSM494589.CEL	GSM494590.CEL	GSM494591.CEL	GSM494592.CEL	GSM494593.CEL	GSM494594.CEL	GSM494595.CEL	GSM494596.CEL	GSM494597.CEL	GSM494598.CEL	GSM494599.CEL	GSM494600.CEL	GSM494601.CEL	GSM494602.CEL	GSM494603.CEL	GSM494604.CEL	GSM494605.CEL	GSM494606.CEL	GSM494607.CEL	GSM494608.CEL	GSM494609.CEL	GSM494610.CEL	GSM494611.CEL	GSM494612.CEL	GSM494613.CEL	GSM494614.CEL	GSM494615.CEL	GSM494616.CEL	GSM494617.CEL	GSM494618.CEL	GSM494619.CEL	GSM494620.CEL	GSM494621.CEL	GSM494622.CEL	GSM494623.CEL	GSM494624.CEL	GSM494625.CEL	GSM494626.CEL	GSM494627.CEL	GSM494628.CEL	GSM494629.CEL	GSM494630.CEL	GSM494631.CEL	GSM494632.CEL	GSM494633.CEL	GSM494634.CEL	GSM494635.CEL	GSM494636.CEL	GSM494637.CEL	GSM494638.CEL	GSM494639.CEL	GSM494640.CEL	GSM494641.CEL	GSM494642.CEL	GSM494643.CEL	GSM494644.CEL	GSM494645.CEL	GSM494646.CEL	GSM494647.CEL	GSM494648.CEL	GSM494649.CEL	GSM494650.CEL	GSM494651.CEL	GSM494652.CEL	GSM494653.CEL	GSM494654.CEL	GSM494655.CEL	GSM494656.CEL	GSM494657.CEL	GSM494658.CEL	GSM494659.CEL	GSM494660.CEL	GSM494661.CEL	GSM494662.CEL	GSM494663.CEL	GSM494664.CEL	GSM494665.CEL	GSM494666.CEL	GSM494667.CEL	GSM494668.CEL	GSM494669.CEL	GSM494670.CEL	GSM494671.CEL	GSM494672.CEL	GSM494673.CEL	GSM494674.CEL	GSM494675.CEL	logFC	t	P.Value	adj.P.Val	B
205982_x_at	SFTPC	9.661805057	14.80225819	10.58144054	14.11982115	10.65361885	13.96998279	8.67652639	7.423292544	12.31929331	7.869998734	8.588682888	14.01832085	14.35645547	14.88491076	12.46991002	14.6054303	12.43670567	11.8579399	7.953083598	7.99085428	11.3283325	7.063503163	14.77660054	6.704519619	13.20477953	13.83702424	6.888661369	7.323662522	13.94451541	12.51146594	8.530422242	10.06383674	14.04624077	12.94034452	13.70746361	9.51096008	13.8103622	14.57027395	14.11857472	7.577235646	7.841127988	8.963348891	7.006419434	7.287711893	7.851878728	9.369022862	10.13194693	14.28701026	13.81558193	14.82759986	14.34687288	13.26914473	13.15831567	11.49623129	7.24267027	10.27274558	8.341745107	13.53666984	10.17733465	12.37050245	14.90585913	14.82443273	14.59641971	14.43212268	14.69079333	14.64735402	14.6801842	14.56245445	14.6127207	14.44875901	14.8617555	14.93403535	14.81338478	14.86686167	14.95054746	15.03748203	14.87773218	14.7789685	14.81601845	14.97869512	15.0615743	15.03252325	14.78365101	14.96633716	14.95199755	14.76286168	14.81837308	14.90846603	14.92942446	14.90585913	14.97541676	14.85894657	14.70503897	14.89668118	14.60932151	14.81775824	14.81385081	15.07479115	14.75970201	15.02197248	14.65288483	9.2073085	14.54828751	14.88636447	14.89237315	14.89793623	14.58108918	14.8745284	14.7114942	14.87731937	14.76045247	14.88176572	14.54389537	14.69386086	14.35235085	14.85393269	14.6041866	14.8651248	14.98937075	7.525746647	-3.397973485	-8.777716508	1.36E-14	5.89E-13	22.67110889
206209_s_at	CA4	6.216739711	6.91813537	8.665291686	5.846466327	5.109640899	4.646493798	5.266872868	5.090793601	5.700540663	5.480868329	5.438815292	7.961132499	8.111643866	9.979342133	5.602581165	5.797107968	5.214635076	5.279891947	5.366293726	5.17973323	5.19849582	5.377107044	8.159908842	4.793775481	6.247725208	7.329819528	5.228079193	5.06138874	7.018826266	6.676329127	5.118727443	5.336227672	5.381134323	6.513019275	5.375750091	4.920640502	6.548448964	6.251329986	6.544076461	5.488776904	5.536188989	4.696337006	5.414824339	5.589403149	4.758313314	4.956536786	5.234606887	8.623694003	7.275178895	10.10880214	7.100452415	6.219560279	7.002016394	6.734319869	5.274929255	5.315534976	6.368000117	5.40825472	5.478256957	6.325059599	10.44981337	10.65588715	11.52118944	10.0801439	10.64701738	10.38683866	7.503807264	9.803739831	10.30297312	9.173386726	9.275658714	10.18211141	9.436563937	10.90781807	10.11398987	8.715947932	9.639212581	8.786503313	9.577431543	9.452782164	10.92035821	10.88328906	10.34144837	10.66616179	11.10434936	10.54812177	11.18118312	11.15163201	10.35496716	10.8818847	11.00687102	10.57777369	10.39571186	10.72219711	9.311496546	10.53355239	10.61943702	10.88535549	9.592299693	10.46049286	8.356398538	5.249422328	7.760146767	10.94456275	9.795694025	10.17544972	11.48572282	9.580131374	10.9122993	9.520754829	10.39029793	10.51201696	9.9542783	10.93290797	9.405742202	9.593172558	10.07884921	9.006027365	10.28248333	5.554261922	-3.889652378	-17.60621766	4.51E-35	3.08E-31	69.08852574
206239_s_at	SPINK1	14.49834718	5.720053921	12.27950735	13.5747199	10.88618366	10.42315639	7.715705968	4.896296413	13.08948391	6.985888525	12.80855399	12.00337374	6.384038589	5.49153852	8.950404764	6.83329933	8.966633422	12.48460526	5.380893934	8.766663737	11.0176144	5.729109952	5.391138148	6.710932722	10.45364947	13.52555021	13.43028324	9.989216817	11.63709864	14.53212272	13.21856885	7.389871116	10.87829876	10.35670645	6.188462489	6.073884923	12.15110319	6.791545587	6.903111599	6.190445829	13.63649858	6.696829676	7.723372452	8.640514137	8.701508849	12.67403064	11.95867178	8.823492187	5.181682436	5.991391765	10.07556459	5.551316926	13.73888581	13.27034961	7.413095662	7.788986472	7.801453771	6.785493777	5.946832557	7.358669235	5.04765008	5.673797747	5.093051225	5.195622672	7.110541072	5.270450721	7.932169857	5.103695959	5.926807594	5.807832768	5.171186919	5.49676617	5.120436059	6.116280288	5.567954293	5.77005037	5.677269541	5.391864089	4.901817064	5.313232353	5.643212762	5.058345983	5.970565057	4.90261332	5.389561202	5.73400338	5.358722645	5.759630472	6.050128529	5.690865543	8.960075662	4.94178674	5.152538673	5.102555887	5.548980687	5.824887671	5.25115741	10.28159623	8.066380065	5.644681492	5.90793599	9.545830464	5.301083715	5.330274239	5.373786762	5.67475007	5.186551434	5.338846032	5.125145829	5.739921355	5.045325358	5.105279098	10.59385838	5.209420192	6.203867432	5.160548469	7.027001625	5.014976487	4.950627989	5.269888718	3.355516977	8.123355031	4.56E-13	1.43E-11	19.21430281
209074_s_at	FAM107A	7.931814376	7.754912405	10.89163591	8.583235195	7.078854295	9.688091856	5.715312312	6.135263546	7.743283607	6.59568984	8.730547172	8.837104412	11.77930035	11.15705703	8.344611249	8.843054749	6.206201088	7.508315177	6.210229494	5.787827634	5.780551012	6.379190315	8.510498564	6.197576372	8.040406431	8.351796136	5.373778094	7.018509154	7.840302517	6.965037371	6.022882138	6.723568426	7.223253164	7.145429034	7.448942323	6.606211127	7.636912151	7.252923975	8.550185514	5.887540567	6.838579756	6.672400778	5.554243047	8.217547223	6.208231705	8.497726152	6.581536562	11.51365032	10.00211319	9.731753233	8.753503314	9.130801073	10.43340821	8.6955931	6.941506428	5.934684331	6.840545607	7.427937942	7.678793979	9.445323362	11.22214748	11.35680223	12.9605358	11.88592312	12.09815096	11.61655199	9.702676989	11.12370255	12.02727591	12.38851132	12.08524378	11.84909176	12.03276567	12.21417927	9.440909046	10.52837584	10.59240312	10.06914636	10.14738966	10.46640428	11.94113921	11.85334149	10.10800528	11.89851306	11.88346484	12.17178732	10.97946509	12.78184407	10.97987707	12.1168138	11.93659976	11.60453685	9.937413363	10.83514261	10.98311568	11.43296328	10.75754347	11.51709243	11.48614264	11.45126008	9.470469245	7.733214544	9.996777098	11.30306555	10.45908915	12.21646486	11.66318005	12.44981825	11.95644804	9.345448376	11.556172	12.1897053	12.25076221	11.39417034	11.11223703	10.87300335	11.54540118	11.21918765	11.46108143	7.954085045	-3.483938564	-14.46879201	4.32E-28	4.82E-25	53.29855511
209469_at	GPM6A	4.99335642	5.160387269	5.70391926	8.484617094	4.743216192	7.894024171	4.263152477	4.038976441	6.205444757	6.060674298	6.520763636	6.524864198	8.046260442	8.860688812	6.339593813	5.518639007	4.227526958	6.019788743	5.450928191	5.03064346	4.223516408	5.210007369	5.91787249	5.500673955	7.67196177	5.391836019	5.767985496	5.806354725	5.251127379	4.889882268	4.999158841	4.697666554	6.541405509	5.109441214	4.17401345	4.111693251	6.311378674	4.901784777	5.15304156	4.378993157	4.425161676	4.110417227	4.422711823	4.861157141	5.202380379	5.530099932	4.290065292	8.151997482	7.808413766	9.327840808	6.87817088	6.267203852	5.79332768	5.895383112	4.889437629	4.335780308	5.097282322	6.325041782	4.816371685	4.139272915	8.914101688	9.948047678	9.35519584	9.903042012	10.07715486	9.730762172	7.831943839	9.589569704	9.226787197	10.42520189	10.30622167	9.065510082	9.828277594	9.259358749	10.08071425	8.399299685	9.91546439	9.706505145	9.510565897	9.588734135	9.976591147	9.896770565	8.794123294	9.853706288	9.466983865	9.442793426	9.777312084	9.77100625	9.770312543	9.949654607	9.910494562	10.1761325	10.1059992	9.803166774	8.182937667	9.067060037	9.843460554	9.626337894	6.202166118	9.773176807	6.48024407	4.55988295	8.169763066	9.862703077	10.30003781	9.611744538	9.790521586	9.299054073	9.970300072	9.126036215	9.990706327	9.563337646	9.060560403	9.920395777	8.496113869	9.420237431	9.552536313	9.546550891	10.09438813	3.966338371	-3.636155318	-15.94809857	1.91E-31	4.97E-28	60.8937712
209470_s_at	GPM6A	5.814840201	4.67750498	6.027162293	8.075881032	3.964905129	8.484089807	4.257760225	4.062890191	6.414231845	5.401275884	6.420057984	7.204083598	8.484068893	9.463322941	5.55853607	6.127905635	3.887803044	6.20746752	4.716597172	4.958333193	4.041493969	4.688657157	6.138570746	4.407415237	8.256137344	5.556480277	6.281471072	5.774962788	5.415891501	4.751274276	4.24190379	5.056021908	6.558091349	5.158632561	3.99156145	4.106249682	6.593668999	4.802148853	5.505296836	4.073543919	4.285642285	3.888793893	4.113306073	5.340571772	4.76856814	5.842065772	4.019662131	8.840885385	8.424515371	10.0700772	7.411187071	6.716885475	6.144580066	6.359409057	4.723837714	4.213037807	4.841236876	6.381721529	5.401427603	4.340628769	9.857776225	10.86914707	9.92898943	10.38260248	10.69383496	10.27438135	8.784781308	10.08667159	9.835349819	10.80521806	10.87517871	9.518909593	9.939175006	9.176362593	10.21919766	9.126884176	10.7266413	10.25943404	10.02659782	10.05619808	10.48910007	9.833933608	9.35609282	10.49294413	9.465500683	10.20809889	10.51415599	10.24161369	10.53180875	10.71773517	10.49696712	10.91997645	10.79771092	10.29803595	9.080921948	10.00703992	10.49626472	10.50037816	8.846338072	10.54867719	6.867877754	4.276799397	8.71402376	10.3981636	10.68400195	10.66495015	10.58769894	9.692061471	10.84833425	9.866314281	10.87323531	10.24880681	9.865239044	10.81231204	9.362282434	9.943483421	10.305015	10.32425174	10.76617668	4.009566103	-4.211016472	-16.41541867	1.75E-32	6.62E-29	63.23875141
209612_s_at	ADH1B	10.1324126	9.382854123	11.78429582	10.17853702	7.080042643	10.60656418	5.734987057	4.364556306	9.299997792	7.409459568	11.82112358	10.4734639	10.24355741	12.32561871	10.61178098	9.823984436	8.407023557	7.933936219	8.020694383	9.25727777	6.38093079	4.903072406	11.90856875	6.695617618	10.39260344	10.83089398	4.363890171	4.632229037	9.682627517	10.27996741	6.392141002	7.465665976	11.37247086	9.150514845	6.522932268	5.212615649	12.22025944	10.35895739	9.315015238	4.386400563	4.2489952	6.041635792	6.399520016	12.18066657	8.988185662	11.18298241	9.152575839	9.718861725	12.79353751	13.04445562	11.83015215	11.60032013	10.32967288	11.51023009	6.540877768	7.792304172	9.078484064	7.716712248	8.34841506	9.724495445	13.00083026	12.96818769	12.53483649	12.78247375	12.20336932	12.72306443	11.41170424	11.76437063	11.73269195	11.70636332	12.56275002	11.52135762	12.50840889	10.72180949	12.25149708	11.2542388	12.39455067	12.62679699	13.62208461	13.07984561	13.12319189	12.16978267	12.81173936	13.06461047	11.73090096	12.79156461	12.91872318	12.10276587	13.28328052	13.20234566	12.72608877	12.87540124	12.53118358	12.93097141	12.42318026	13.01615125	13.4299978	13.34040687	10.17975733	12.51553771	11.40199508	7.970832295	12.19950978	13.35991014	12.78041902	12.53863858	12.22553599	10.81027494	13.01716675	12.95967052	13.16895254	12.73774681	12.14391875	12.79456089	11.12617711	12.93883551	12.83243305	12.84825709	12.5436464	8.338035976	-3.394878462	-9.975293926	1.94E-17	1.49E-15	29.12455465
209613_s_at	ADH1B	10.20450263	8.760186624	11.5553716	9.801726283	6.225553255	10.23515603	4.789801302	3.799361949	8.846767447	7.083767933	11.02757545	10.50661434	10.34374122	11.77114864	10.72182814	10.4983908	9.517877168	7.346695854	7.475755464	8.319084115	6.095443215	4.294928967	12.00287885	6.089924541	10.35097986	10.61711568	3.867923595	4.306492376	9.702169636	9.542080718	5.740696125	6.676960432	10.83341063	8.61836748	5.821077872	4.815634123	11.64576498	10.18713237	9.028561058	4.032742667	3.642908981	5.373831287	5.607869709	11.79671697	7.94208224	10.89628023	8.532461869	10.10109853	12.62966742	12.54967256	11.52507502	11.2559104	10.23190682	11.31112796	6.158296099	7.076908532	8.768652707	7.616478189	8.359042725	9.506946042	12.29832241	12.52856504	11.95926471	12.24845375	11.66142929	12.10448485	11.31370113	11.18160169	11.43963119	11.80515683	12.17135848	11.47344767	12.26032714	10.72292918	11.96934173	11.39873043	12.46721572	12.18785502	12.71889393	12.37913825	12.97637838	12.5273303	12.65741201	12.73733104	12.10596278	11.84745451	11.98076555	12.25861647	12.93339149	12.6628918	12.29172522	12.41305547	12.02025192	11.96959071	12.03714125	12.43433197	12.84086505	12.85587104	9.965636216	12.25297945	11.30328082	7.78723233	12.18158296	12.73925021	11.96239869	12.07657828	11.98950069	11.1568602	12.82685803	12.61561855	12.79142814	12.06538359	11.70468683	12.2955861	10.61872405	12.13157814	11.91645585	11.70144797	11.92457766	8.026679632	-3.364840235	-9.590175988	1.61E-16	1.02E-14	27.03692033
209875_s_at	SPP1	8.712832208	11.85498127	12.47900565	10.6923079	14.04503751	9.749862655	12.95222616	14.13994368	13.34661329	13.90138185	13.43180379	10.21822262	13.36111893	10.9158931	13.10753704	10.31207118	9.624915591	13.84766582	13.81458509	12.78747473	13.48276674	13.3889027	10.23159519	14.24642108	12.86311206	13.34090773	11.94651759	12.59441707	12.91009365	13.47989749	11.73974673	13.96813381	14.24903582	12.97403873	13.37335612	11.82482295	13.25558359	13.13291322	10.53366486	13.76213665	11.30677001	13.72953126	13.77615437	13.11797679	14.21374622	13.89743772	12.73773393	13.0970553	13.3318936	9.396555801	11.67120262	12.03922946	10.07917867	11.34661539	12.54180653	12.98487369	12.30619005	11.58108771	12.2538236	9.954894324	4.900694353	6.556464981	6.966640571	6.145621968	7.943673798	7.591401185	9.58766578	9.750526567	8.640858189	8.188163528	8.462639407	7.050022834	9.04132585	7.750617869	6.294331487	10.23031968	6.585841935	9.175352134	7.862142403	7.961687223	6.371679213	6.144958	8.250844195	7.89379426	8.342356607	10.82908326	7.056472568	6.575287091	7.285700821	6.007975111	8.083100892	6.760177016	8.440194436	6.369567145	4.615420806	4.312351961	8.129952794	7.497415715	5.814088434	8.487221088	11.04419762	8.965682462	12.44067683	6.329244308	4.896126984	8.19602227	7.220367245	12.0247722	7.871040955	10.23436892	7.160234318	7.12214666	10.40370722	9.533053063	8.984058768	8.168502623	9.363672497	7.125002726	7.909015597	13.42335023	4.459807071	14.94087697	3.58E-29	4.77E-26	55.74965125
209904_at	TNNC1	7.470744423	7.080644339	5.42338034	6.873150472	6.723136576	7.836494268	4.669975119	4.746434476	6.619048669	5.718367583	6.867062771	7.398001273	7.813379872	8.478856223	7.72581528	7.419385752	5.253633158	5.866509594	5.020544971	8.320176594	6.29936064	5.499365971	6.713098998	5.452300382	7.395638815	6.893945003	5.208204521	8.457450735	6.288050287	7.126910397	4.991558292	6.162072548	7.702731383	7.447260341	5.459115769	5.104610945	7.58797322	7.058233347	7.403291487	5.610304597	5.088179031	4.62680643	5.038766644	7.687192234	6.145215401	6.749425174	5.49533896	8.519740144	6.477118221	9.991414805	8.584129367	6.130982061	8.111616076	8.174996061	5.088581803	5.799603202	5.945560491	5.9527487	5.127120349	7.60763344	9.55537637	10.12690817	9.612593258	10.17529377	10.11241014	9.394184493	8.953809936	9.638463359	9.573878391	9.449682014	9.532550787	9.198304829	8.641002323	9.093088679	11.17880804	9.271024849	10.78661708	10.74222172	9.613215878	10.08932692	10.69044599	10.86367228	9.656027453	10.34722769	10.36984213	10.28895934	10.29391107	10.2008166	10.49340652	10.21624068	10.32424068	10.47784349	10.76891071	10.08170997	8.781288588	9.846254126	10.17032901	10.11678966	9.438046884	10.06356818	8.72149505	7.101936771	7.958551098	9.977288508	9.567618768	9.875978345	10.71848588	9.722250797	9.63420391	9.499679466	10.1605384	10.00824154	9.225215412	9.958194982	8.447534492	9.70962712	9.711597859	9.793163428	10.40327619	4.44512269	-3.122331746	-15.35928386	4.01E-30	6.27E-27	57.90108804
210081_at	AGER	9.051895872	8.401121277	8.67719272	6.888443539	8.146064014	9.174323168	6.251796897	5.817757465	7.827471848	6.034223005	6.428681271	10.42337739	10.62971896	11.04257119	7.08583125	10.37081836	7.061486264	8.196658005	5.847908184	6.496320119	4.998777673	5.311570471	9.069147701	5.636480941	7.930415671	9.035804778	5.760367897	7.909028743	8.413229793	6.805401268	6.331989183	6.686567173	6.505200254	8.184843092	6.293314117	6.593186284	9.373271137	6.886282184	10.05735083	5.861624804	6.671595648	6.092907285	5.887631955	5.927310886	6.338563438	6.501998337	7.673366637	11.55876572	9.344969819	12.11809998	10.5651211	9.364802976	9.867746508	9.581160915	5.747359059	7.579001427	8.648344537	7.817632133	6.439338246	8.025370326	12.60344553	12.81342248	13.17616598	10.07100202	12.38568769	12.1292837	11.29189689	11.20795318	11.81670652	11.66556377	12.63128582	11.97646556	11.60988495	12.0661395	12.48042134	11.82787909	13.09459305	12.17540297	12.57611663	12.16878674	12.46854852	12.33229861	12.18336373	12.45609168	11.7246637	13.27771437	13.4619706	12.78895625	11.95838825	12.3903826	11.95670551	12.63714621	12.20991603	12.17952107	11.0722283	12.93970348	13.48234717	13.28865039	11.99900716	13.0501996	11.57040678	7.535136815	11.2397362	13.28918756	11.98337657	12.66145074	13.1363668	12.65757536	12.61332886	11.52556117	12.78987336	13.31635976	12.43020736	13.09920047	12.47894514	12.78367912	12.77406101	12.7427332	13.0415705	6.072776213	-4.435313965	-16.32123532	2.83E-32	8.61E-29	62.76833872
211735_x_at	SFTPC	9.708118584	14.82746418	10.50823431	14.17279792	10.6568449	14.01244264	8.98210965	7.118909516	12.45920234	8.057448732	8.599269032	14.15865514	14.35517648	14.94769986	12.2025558	14.57887156	12.25840059	11.62157825	7.669708616	7.736354279	11.41664381	7.221337215	14.81193882	6.578147087	13.16977492	13.861442	6.436131877	6.775966255	14.03418258	12.56093454	8.524183531	10.0839438	14.07091366	12.95073648	13.7159744	9.392056143	13.8366985	14.5775604	14.13873937	7.743801106	7.502634647	8.922770037	7.191137263	7.345087517	7.800197054	9.449843287	10.35766021	14.29105949	13.80892781	14.86932751	14.29772914	13.24791094	13.34138453	11.49779113	6.969697343	10.6158268	8.653093393	13.52084354	10.27697502	12.33575595	14.86614441	14.87415452	14.53838414	14.4454203	14.77646223	14.72615817	14.6949115	14.5696601	14.65783332	14.49995315	14.86495871	14.94988042	14.79554485	14.86614441	14.98461256	15.0173842	14.95947993	14.76474746	14.89274534	15.00444436	15.01121623	15.0672328	14.78156689	14.93876054	14.9562335	14.82384102	14.82641282	14.99771407	14.95291305	14.99052671	14.97978556	14.99331814	14.68342525	14.87944944	14.64134439	14.80357135	14.75998721	15.11793303	14.72619043	15.09666658	14.61070128	9.079233879	14.52993924	14.88134949	14.90156048	14.90703955	14.59626547	14.89860627	14.7453937	14.94112138	14.78760548	14.91734668	14.60931874	14.70091621	14.31398017	14.90745881	14.63194592	14.81907129	14.98773994	7.051896245	-3.412783364	-8.635855271	2.92E-14	1.17E-12	21.91628443
213317_at	CLIC5	8.725012467	8.104907189	8.340440754	8.636406206	8.96177871	10.15090602	5.908729933	4.882901739	9.274933489	7.607572488	7.960505639	10.16765648	9.792540639	10.85224597	8.809179142	8.311689276	6.667220002	9.820794176	4.768832637	6.852174088	4.870735475	5.650751459	8.689951308	6.76478552	9.461277246	9.559083282	5.807841548	10.32693059	8.066175998	8.59209141	7.685243233	6.218194017	8.279081001	9.032688399	5.433350716	4.410680949	9.816029667	7.566664888	9.317815762	5.370959072	4.040807063	6.666336671	5.909161182	10.07682301	7.759961738	7.546177334	7.026953768	10.08563806	9.232556305	11.34619418	10.95568737	8.418954377	10.65937372	8.791078675	7.87260276	6.298781554	7.545793716	9.153582004	7.756235186	7.93974472	12.00307066	12.21696146	11.88552284	11.9239734	12.04254665	11.7769563	10.61652171	11.29908609	12.01459711	12.04715764	11.66154372	11.48296279	11.064852	11.46637807	12.08540452	10.95628191	12.41507714	12.21028693	11.39305731	11.54202002	11.74133976	12.06027254	11.75301412	11.60694185	11.44118024	12.05348585	12.04646155	11.6907721	12.27965947	11.79639701	12.33025959	12.13418804	11.96993188	12.08540452	11.01643511	11.69584945	11.94501096	12.2034532	10.51202764	12.03133162	10.64059525	7.542653176	10.64385393	12.06150516	11.79761856	11.15643392	11.81903076	10.74748436	11.52526752	11.0802661	11.55863849	11.79114707	11.61130266	11.63658442	10.80035901	11.60928417	11.39821616	11.57198432	12.12180589	5.704432074	-3.478615597	-13.10171314	6.63E-25	3.05E-22	46.07324466
213456_at	SOSTDC1	11.86641286	5.495257791	6.619035003	5.682396422	4.689974522	5.112902166	5.103947007	5.256083017	5.194847328	5.359996954	4.919237577	8.104438003	6.036634404	9.141874786	5.503256577	5.165494297	4.996551969	5.3135082	10.6612834	5.281423924	5.50661998	5.386048175	6.046362157	5.057410429	5.592257459	6.7205533	10.23015459	5.114444453	6.351151759	5.44481186	7.369027471	5.034460342	5.230283057	6.255503198	5.188312682	5.054874854	7.476763534	6.852542284	5.444004874	6.864236589	5.266707803	4.935305418	5.060474618	5.164057378	4.722271394	5.134839362	5.343283969	5.973677017	5.177090806	11.36421063	6.858341464	7.678070769	5.795741006	6.034918894	5.357934667	6.0831468	5.134002901	5.231511572	5.150913206	5.243232234	10.50777522	9.779684164	9.586984133	11.14506094	9.653080273	10.88050072	5.671501711	7.74601837	10.7410428	9.700202834	8.869154182	8.723856322	6.002477404	8.431354806	10.82486322	9.236234587	11.68777032	9.608023742	10.40329199	10.58993938	9.08148183	10.59675854	8.782926997	9.378694171	8.208699531	9.078709801	12.09915886	9.5861765	9.18640977	10.28256323	11.20216918	10.30196455	9.808301188	11.3693538	6.444153021	10.69098284	11.31428336	10.85689778	6.38468419	11.53109766	5.088843569	5.636618939	7.740027276	10.85405761	10.05347987	9.284487589	11.73793378	6.276566895	9.840830456	10.88235659	10.92706413	11.20356346	8.504282996	10.66679836	8.88909521	11.13353809	9.310406008	8.497821169	12.08258532	5.059232551	-3.42016271	-11.08025944	4.34E-20	5.93E-18	35.14038899
214135_at	CLDN18	13.966555	9.118565458	8.888503222	9.603091842	7.689318942	11.95962816	7.804327285	5.270227284	12.22435364	6.920897967	6.452077652	10.99647577	10.92386036	12.54739095	9.756507577	10.52355625	8.510795047	8.97494178	6.679172508	7.095137065	8.891233326	6.4155843	10.84578115	6.795105184	10.03702194	9.804815016	13.6105774	7.463043831	9.744250577	8.332885143	7.080182568	7.405533192	8.485055766	9.218798725	8.421397746	7.671926057	9.467263105	7.624370687	10.07657107	8.729271801	7.760667453	7.757440471	6.712919522	5.863324542	4.985596095	7.526330136	7.00460911	11.3635834	10.00740563	12.25868363	12.62645155	9.674347811	9.98658815	8.76253145	6.406422533	8.082573125	9.082890189	9.97328033	7.420345318	9.899779146	13.05470291	12.97324686	12.14950657	12.11549726	12.80586039	12.30762465	11.33680125	11.72414819	12.55221908	12.34557112	12.99565953	12.69235154	12.27047906	12.41420295	13.1482939	11.81072186	12.74655354	12.53330552	11.86854084	12.58427609	12.63810974	12.76885873	12.17964956	12.28538632	12.37630886	12.8284848	12.49262561	12.24386917	12.54010188	12.42341675	12.65199826	12.2653691	12.41170383	12.56931383	12.07468111	12.20038202	12.1048867	12.71656086	11.31060178	12.71816498	11.7197375	7.919870197	11.40581992	12.34285804	12.86843796	12.51381689	12.88536046	12.01395424	12.24337424	12.4074443	12.49509386	12.65998044	11.93147514	12.5633986	11.58045699	12.73006537	12.08536634	12.61631853	12.99034271	6.22807631	-3.287491052	-11.24667196	1.73E-20	2.63E-18	36.04668279
214387_x_at	SFTPC	9.733564648	14.81152209	10.74853358	14.19066933	11.09935739	13.95466074	8.723350597	7.247862373	12.27538078	8.344485868	8.802588687	14.08287848	14.334411	14.81412851	12.03132327	14.60665656	12.70574169	11.74393712	7.725607319	8.141197779	11.09339224	6.713828333	14.75289861	6.510813381	13.24920694	13.93314941	6.770174414	6.616651213	13.93263045	12.47688455	8.617188149	9.922449258	13.99786411	13.0072822	13.68256585	9.675348522	13.62015885	14.44277857	14.13647848	7.684242735	7.862653572	9.221478198	7.148880444	6.834729191	8.171663836	9.569766972	10.13574025	14.2821494	14.00744777	14.86952764	14.3311201	13.3949219	13.28980109	11.90146911	7.405577093	10.28560662	8.563684459	13.56372815	10.32295772	12.68973974	14.86952764	14.85320487	14.51936119	14.49571966	14.79538265	14.74749912	14.55398345	14.56095603	14.66573809	14.49182978	14.79899782	14.91107024	14.79832688	14.74135879	14.988261	15.05157942	14.99679395	14.77516799	14.75891324	14.97645628	14.88640836	14.98520746	14.79983741	14.92502578	14.93215857	14.79197577	14.72090563	15.05157942	14.94916696	14.89084678	14.88793299	14.80438806	14.6425762	15.01333008	14.65104135	14.78239727	14.75394128	14.89993195	14.72116789	14.95369851	14.60725002	9.07239848	14.43947596	14.82685021	14.94904104	14.67918327	14.51486877	14.86640241	14.69272009	14.98520746	14.75615516	14.91185294	14.55217041	14.66487375	14.19501859	14.7935908	14.56007953	14.88026869	14.99762703	7.116493416	-3.344144775	-8.542494593	4.83E-14	1.84E-12	21.42103222
